Header,SubHeader,Brand,Documentation,Case,Price,Model,Condition,Year,Imgs
Longines HydroConquest,Automatic HYDROCONQUEST L3.782.4.56.9 reloj Automático,Longines,Sin documentos originales,Con estuche original,1200 € [Sujeto a negociación],HydroConquest,"Usado (Muy bueno) El artículo presenta ligeras señales de uso, como unos leves arañazos, pero no son perceptibles.",2022,"['https://img.chrono24.com/images/uhren/u8898topvx2w-aeer3uib987q3c0hk5fn88r2-Zoom.jpg', 'https://img.chrono24.com/images/uhren/mnsesplzwv47-rg319c3f2knigqezshx93nn6-Zoom.jpg', 'https://img.chrono24.com/images/uhren/jk11iu7d5a18-ivengxg6a78nqxw4f397qd7p-Zoom.jpg', 'https://img.chrono24.com/images/uhren/ss2t8q6jjtmo-z3hc2u0of4f3vv5nrl71opm3-Zoom.jpg', 'https://img.chrono24.com/images/uhren/8jjmfpmykkox-62ukm5828rws0ec01tdvvxow-Zoom.jpg', 'https://img.chrono24.com/images/uhren/l4z2paki3o35-tm98bg5s1sk74m33yxon465l-Zoom.jpg', 'https://img.chrono24.com/images/uhren/snzc04yv8304-ac8nwnps5mhaaaf80084ime5-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39656989-wa3jpsvlzmguml8ip8sflry2-Zoom.jpg', 'https://img.chrono24.com/images/uhren/n0fb9q6g667i-w68872kriuqbbg4m1iciyz1n-Zoom.jpg', 'https://img.chrono24.com/images/uhren/n32rucz2ifdu-cjwp08y7i4uluvaz11fekbqs-Zoom.jpg', 'https://img.chrono24.com/images/uhren/shzxgcs3vqya-4w6abjrzasdh843wy8vpll5z-Zoom.jpg', 'https://img.chrono24.com/images/uhren/pp9gv7ph94uo-fzduxyq55stfgqg5xmfpk4q9-Zoom.jpg', 'https://img.chrono24.com/images/uhren/t0orhgbotxu1-jj7c8v5b5ucnt4hgbxqzn6gl-Zoom.jpg', 'https://img.chrono24.com/images/uhren/e98sxv5v0vd0-ppri5c01e07o1ghaa474ixdj-Zoom.jpg', 'https://img.chrono24.com/images/uhren/9xji6xervewr-9m820dcjotk1vagoeiv6w3q1-Zoom.jpg', 'https://img.chrono24.com/images/uhren/pdzz01pwsm4g-vpuqoeusy9w9n64629e2bzqh-Zoom.jpg', 'https://img.chrono24.com/images/uhren/r4bie62fgf2m-d4oofsi3ul9hyo9wnqdha53y-Zoom.jpg', 'https://img.chrono24.com/images/uhren/1ch8u0gq43db-hqm075l1f6wkhcqediknipz2-Zoom.jpg', 'https://img.chrono24.com/images/uhren/1ch8u0gq43db-hqm075l1f6wkhcqediknipz2-Zoom.jpg', 'https://img.chrono24.com/images/uhren/drfnv1j04v97-5ybatlo3apriw0sfrfflmaph-Zoom.jpg', 'https://img.chrono24.com/images/uhren/eb015ekdhyv8-si575oqr438fqcekzi7vii6y-Zoom.jpg', 'https://img.chrono24.com/images/uhren/2xbwulv2as3y-zatuwb6bn6oa4sxfe0bzbjf3-Zoom.jpg']"
Longines Conquest Heritage,Chronograph,Longines,Con documentos originales,Con estuche original,1395 €,Conquest Heritage,"Usado (Muy bueno) El artículo presenta ligeras señales de uso, como unos leves arañazos, pero no son perceptibles.",2010,"['https://img.chrono24.com/images/uhren/39230886-to7txzu0m8kvi2fxoekqe5z1-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39230886-gsqb8ysmcrp3nbsj8g294xxg-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39230886-7lglcp15xnih3e96gwfpyfxw-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39230886-5dr6b13kihe0x1kv4b5p37uy-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39230886-6yn4zz5cyyhell9s836gollu-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39230886-ujtlbm7euz9eas9vxty4dseh-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39230886-0y05x948a8nvtt1mas2zelsm-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39230886-qxpl42sqbs5seu6gguzf7if3-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39230886-qxpl42sqbs5seu6gguzf7if3-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39230886-qxpl42sqbs5seu6gguzf7if3-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39230886-df1lkwxgxspefc12h4dnqtco-Zoom.jpg']"
Longines HydroConquest,Hydro Conquest,Longines,Sin documentos originales,Sin estuche original,595 € [Sujeto a negociación],HydroConquest,"Usado (Bueno) El artículo presenta señales visibles y perceptibles de uso, como arañazos, rozaduras o pequeñas abolladuras.",No conocido,"['https://img.chrono24.com/images/uhren/38651909-i9g7wcsuroohfdy00xsq6raw-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38651909-7nmqydge0e1bi6vdewy5vkd4-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38651909-v81ptik1sbaoepmyxc72qukl-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38651909-s3ek2il702v1u36areq16ny7-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38651909-dpl6d02ex4xh8siu2492aplt-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38651909-tq7fhbcta2a01b4ighu19obu-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38651909-tozl9pu5ce9mpej7f0q6wr6v-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38651909-a77a3qs2mexklk9ksfferc3g-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38651909-kysjho95y82zjp63bqrt521x-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38651909-ejklm2hibnask8r0vscalr9b-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38651909-t08ncsfz2516rb7b6mdmryo1-Zoom.jpg']"
Longines Conquest,Umgetragene Conquest 2024,Longines,Con documentos originales,Con estuche original,2944 €,Conquest,Nuevo El artículo es nuevo y no presenta señales de uso. El periodo de garantía comienza a partir de la compra del reloj.,2024 (Año aproximado),"['https://img.chrono24.com/images/uhren/38257220-sdac0w577odwskwcgrtwjioi-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38257220-6n5obbq0vueyym28fyut4scd-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38257220-b3uj4vifglsicoh0uvyttrco-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38257220-f0y6gg8hdf8rrvtq02abixjl-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38257220-hqdbsjmagxxwik6egln8aq4c-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38257220-a7a5l3pjmbdxhuv2c5fdh3bi-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38257220-wp2310ht12mv183ucyh09ck7-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38257220-6dqqzm7p97mm2a5sut6osaj0-Zoom.jpg']"
Longines HydroConquest,Automatic Blue,Longines,Sin documentos originales,Con estuche original,999 € [Sujeto a negociación],HydroConquest,"Usado (Bueno) El artículo presenta señales visibles y perceptibles de uso, como arañazos, rozaduras o pequeñas abolladuras.",2019 (Año aproximado),"['', '', '', '', '', '', '', '', '', '', '', 'https://img.chrono24.com/images/uhren/fdx7ed6ai5o4-cvgbanepctve9kjb9bx4pgy7-Zoom.jpg', 'https://img.chrono24.com/images/uhren/24n4nszfwqj4-16i6h99yxl98a9vrstrbpes0-Zoom.jpg']"
Longines Flagship Heritage,Automatic | March 2025,Longines,Con documentos originales,Con estuche original,1400 € [Sujeto a negociación],Flagship Heritage,"Como nuevo y sin estrenar El artículo no presenta señales de uso, como arañazos o abolladuras, y está sin estrenar. El artículo no ha sido pulido.",2025,"['https://img.chrono24.com/images/uhren/39582845-ansp9s3j7pm7f8zg7yxaaz5u-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39582845-g49jhn21u0wzjtoetkrrk7gp-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39582845-t22yarukotsxnnl1v40cjv9f-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39582845-l5yhv85sjmnjrlb5rgtf9lmb-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39582845-u726jhv6mke09rr8rep94hh2-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39582845-mlunlsbskd7q4c6mxqi0uxqq-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39582845-9gtvs6pjisx9extxeg86tj4d-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39582845-0ifo3ttdhvs6lo5muk8vfiex-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39582845-6skjasc9jy2sual82iz58t5b-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39582845-9cwlvc7g2z3r1esxce6yk4pm-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39582845-13x38qd51kef3vxgbw4ctrf5-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39582845-x8wwbyppu23h0l7lvbeyncd7-Zoom.jpg']"
Longines Présence,La Grande,Longines,Sin documentos originales,Sin estuche original,250 € [Sujeto a negociación],Présence,"Usado (Bueno) El artículo presenta señales visibles y perceptibles de uso, como arañazos, rozaduras o pequeñas abolladuras.",No conocido,"['https://img.chrono24.com/images/uhren/7wsshxjeeufd-zaelacexs8sf6n1kyqtc2xc0-Zoom.jpg', 'https://img.chrono24.com/images/uhren/wllh8apbk5n1-j07kkuo91h9cxge7h54d3ftr-Zoom.jpg', 'https://img.chrono24.com/images/uhren/one5z0v4ieps-1eu3bg0n4xvisjd0iwegh9ek-Zoom.jpg', 'https://img.chrono24.com/images/uhren/6ak0nvhs8bmi-to9vrzj44gew4835ma31b0pz-Zoom.jpg', 'https://img.chrono24.com/images/uhren/u0aphnltb9wt-hz826el4p3432iaqj1drqk1r-Zoom.jpg', 'https://img.chrono24.com/images/uhren/kro6rgwh73kh-zi4gu3vsderipchghji84fjd-Zoom.jpg', 'https://img.chrono24.com/images/uhren/gx4p1tadkocl-2byec0jhljotvgt6no7z9zjt-Zoom.jpg']"
Longines,Jumbo Oversized,Longines,Sin documentos originales,Sin estuche original,4900 €,,"Usado (Muy bueno) El artículo presenta ligeras señales de uso, como unos leves arañazos, pero no son perceptibles.",No conocido,"['https://img.chrono24.com/images/uhren/39786201-5hrwzms1mdano7j1sej0rek7-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39786201-v1cif85vrz50e9hp0nzmp1kl-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39786201-5y1hi0dbfzlladugs4l39ank-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39786201-5blm26i3zphe2ge3ulsa202e-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39786201-ezpvvwnlf3j2970fh3ucucic-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39786201-qmnwlps5lrok6t2j0vnrmfxw-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39786201-o2g2n6q4kspyq194z0edd4ir-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39786201-4tuxj7df6d45k7wfhua1necq-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39786201-38tnn9zady67kdmy55as9idy-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39786201-fxiflwdx0fthwghwos0sg764-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39786201-cer01dm2uhoi8mx05lvffo5w-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39786201-eqrsifaxsia1b9l6uyhta6mc-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39786201-dvo53tfq0rqzvw5ns49e19gh-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39786201-p0qnd3e5mb28qficw17ob5t4-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39786201-lmt1ky6wirddnshg2mgkaoe5-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39786201-9v7bs527y0nn8yh9gpr9v0lu-Zoom.jpg']"
Longines,30l Longines años 70,Longines,Sin documentos originales,Sin estuche original,879 € [Sujeto a negociación],,"Usado (Muy bueno) El artículo presenta ligeras señales de uso, como unos leves arañazos, pero no son perceptibles.",No conocido,"['https://img.chrono24.com/images/uhren/mqnzstajto1a-nmbslcv1uuo8wczx2m18oc4a-Zoom.jpg', 'https://img.chrono24.com/images/uhren/sbnwz499ry0b-w8c1wp4czn9w1i10wnfq6wlh-Zoom.jpg', 'https://img.chrono24.com/images/uhren/rmw74ubciita-d631v0l3du62psj72jflvpzv-Zoom.jpg', 'https://img.chrono24.com/images/uhren/hvn0a9ovu9sn-fgsjmmibbktc6jt0wac7fk5t-Zoom.jpg', 'https://img.chrono24.com/images/uhren/5isatnmmzgg0-edn8981kej5zz8aukk7bqlau-Zoom.jpg', 'https://img.chrono24.com/images/uhren/023d6vg15j8u-mhkz2cqtmhsczlrtfadavtsc-Zoom.jpg', 'https://img.chrono24.com/images/uhren/hrqqb50v2618-rgndy9drtxrzee5rjejch9lz-Zoom.jpg']"
Longines Evidenza,Chronograph - L2.643.4.73.4,Longines,Con documentos originales,Con estuche original,1650 € [Sujeto a negociación],Evidenza,"Usado (Muy bueno) El artículo presenta ligeras señales de uso, como unos leves arañazos, pero no son perceptibles.",No conocido,"['https://img.chrono24.com/images/uhren/djafo3i0hj5k-ywig9427isdn1xjcje7cnp74-Zoom.jpg', 'https://img.chrono24.com/images/uhren/rwqqx3acjfin-38xqry5t6qqa6y3k5vo1d9z8-Zoom.jpg', 'https://img.chrono24.com/images/uhren/b5iuyhx8xcha-p9mz9b7ezuz577rpq4fsiilr-Zoom.jpg', 'https://img.chrono24.com/images/uhren/f9iqoclyzsnw-lgwys8q6mwg7dye1jd1da4ay-Zoom.jpg', 'https://img.chrono24.com/images/uhren/rh1tbjbpz0mt-fgm1sbkp5w9t78p44amovynh-Zoom.jpg', 'https://img.chrono24.com/images/uhren/9po80gm7pz9t-xynl9q5rw9868qkxrv4eqahm-Zoom.jpg', 'https://img.chrono24.com/images/uhren/its72srgoxg6-0gmnrpi9ir2vyxbrtgasg0le-Zoom.jpg', 'https://img.chrono24.com/images/uhren/nnac12mzozs4-a9sdjrinsxh6am1yunwx5gsc-Zoom.jpg', 'https://img.chrono24.com/images/uhren/abmbxj2rlqcs-t0llxrodbavrhla48jt5y7dv-Zoom.jpg', 'https://img.chrono24.com/images/uhren/bvuc2epvzaz5-ludmz9o5znq3ks4uobrgji1f-Zoom.jpg']"
Longines Flagship,Longines Flagship,Longines,Sin documentos originales,Sin estuche original,600 €,Flagship,"Usado (Bueno) El artículo presenta señales visibles y perceptibles de uso, como arañazos, rozaduras o pequeñas abolladuras.",1966 (Año aproximado),"['https://img.chrono24.com/images/uhren/38020022-muf2vtzy662nbt2c3ryji007-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38020022-bl5q8vau4fa73one57jdgb3l-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38020022-tbxgooibpixn5rg5fdxyn6ey-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38020022-ihml8n498f6ty4076u89pdvt-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38020022-09jpwpcx4ks38vz8mtj1wl8z-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38020022-3a3y824e92dgozbsd4pi56xs-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38020022-njn1xzw1qb9jl84sbojivits-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38020022-zkhv2f6cnwfa8ivbh50mpf8f-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38020022-q8qa5i27o1qahwxs51fszv2i-Zoom.jpg']"
Longines,Circa vintage Longines vintage,Longines,Sin documentos originales,Sin estuche original,490 € [Sujeto a negociación],,"Usado (Muy bueno) El artículo presenta ligeras señales de uso, como unos leves arañazos, pero no son perceptibles.",1960,"['https://img.chrono24.com/images/uhren/tpyp9eodvtj8-oiwf7qs2thw3bvg95xh6molz-Zoom.jpg', 'https://img.chrono24.com/images/uhren/xjv8xmmkg001-lxa3jgxnibbi2s06q28v7n6b-Zoom.jpg', 'https://img.chrono24.com/images/uhren/jf05tulm3z3y-sdmus7v4tmjo0oa8yqwalvti-Zoom.jpg', 'https://img.chrono24.com/images/uhren/l4aduwqlbety-j9fj8l05mc95cd8van9uo78m-Zoom.jpg', 'https://img.chrono24.com/images/uhren/ru91jhbimw8p-p06hxkge8cs0txi22n93id6j-Zoom.jpg', 'https://img.chrono24.com/images/uhren/c588hm9bahba-wlxqr59fpftp6qfgq61rrz1y-Zoom.jpg', 'https://img.chrono24.com/images/uhren/2ajb6fj6s2t5-lopkbyvmsiwlrbiq1qf06mi6-Zoom.jpg']"
Longines Conquest,Chronograph 42 mm,Longines,Con documentos originales,Con estuche original,3200 € [Sujeto a negociación],Conquest,Nuevo El artículo es nuevo y no presenta señales de uso. El periodo de garantía comienza a partir de la compra del reloj.,2024 (Año aproximado),"['https://img.chrono24.com/images/uhren/37562199-4d8cwktmft5u0hej1pdejaue-Zoom.jpg', 'https://img.chrono24.com/images/uhren/37562199-s6bmnpxoztzbwtpon7bzb2r8-Zoom.jpg', 'https://img.chrono24.com/images/uhren/37562199-2c04v6kzv9s9cq94ctktm7p3-Zoom.jpg', 'https://img.chrono24.com/images/uhren/37562199-vfm4j0ipnn62lxpik2dq81eo-Zoom.jpg', 'https://img.chrono24.com/images/uhren/37562199-f6z8mhfi0n0ok8wu0jeostip-Zoom.jpg', 'https://img.chrono24.com/images/uhren/37562199-21rpw3sdw36li79g0yv7yl50-Zoom.jpg', 'https://img.chrono24.com/images/uhren/37562199-jaq7z60n0l7t73c11w5uljtg-Zoom.jpg', 'https://img.chrono24.com/images/uhren/37562199-05rk5qpmdjv7ur3v31cjdv9k-Zoom.jpg', 'https://img.chrono24.com/images/uhren/37562199-023vknwi2u07a520tg2lmho2-Zoom.jpg', 'https://img.chrono24.com/images/uhren/37562199-w11trv8vzidhtxujhm1nkjw1-Zoom.jpg']"
Longines,antiguo reloj longines antiguo cuerda manual con correa de oro,Longines,Con documentos originales,Con estuche original,6500 € [Sujeto a negociación],,"Usado (Bueno) El artículo presenta señales visibles y perceptibles de uso, como arañazos, rozaduras o pequeñas abolladuras.",No conocido,"['https://img.chrono24.com/images/uhren/0o0mxctfei7l-rbvkn0md6xwapj20okqt3wt9-Zoom.jpg', 'https://img.chrono24.com/images/uhren/lx26zy4pj0iv-o3ed1n1f62ciepg2a7qxi27p-Zoom.jpg', 'https://img.chrono24.com/images/uhren/g4xn1swe5k5q-hlx5hjtjvgbl4yxqchjv5yzl-Zoom.jpg', 'https://img.chrono24.com/images/uhren/nznzclrgzkrq-lazf40tn1ynfzz18o0x8acan-Zoom.jpg', 'https://img.chrono24.com/images/uhren/jy2fmkauhojs-wv05zd8s1tmohoag61sz9shi-Zoom.jpg', 'https://img.chrono24.com/images/uhren/d823jqwq16my-hq3goorkzfakozf05id14n9h-Zoom.jpg', 'https://img.chrono24.com/images/uhren/ujngdgsbc6no-m66omxss96c6b5p4kb1onmz2-Zoom.jpg', 'https://img.chrono24.com/images/uhren/dy14t8xy6tx2-zlpntkd9vjvsq0t4idtsond9-Zoom.jpg', 'https://img.chrono24.com/images/uhren/vjozcxwmlgs9-zduf05ffamgcyc0qr5dn0386-Zoom.jpg', 'https://img.chrono24.com/images/uhren/s0jczpykkaft-3xish6b9ua8bx89wvfj1u0f0-Zoom.jpg', 'https://img.chrono24.com/images/uhren/iqzoqvfkgazj-z1jhptj2ontj8hrsmmyqlq76-Zoom.jpg']"
Longines,Reloj de bolsillo 18K oro rosa,Longines,Sin documentos originales,Sin estuche original,2600 € [Sujeto a negociación],,"Usado (Bueno) El artículo presenta señales visibles y perceptibles de uso, como arañazos, rozaduras o pequeñas abolladuras.",1906 (Año aproximado),"['https://img.chrono24.com/images/uhren/34829971-4pwlcfi0zlem9fvd6k38x115-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34829971-iv4zgbc4bis3435q83wflqj5-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34829971-k07l6dao7f1cqolwbw0zclna-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34829971-7xlk288yodkstnhzewgd9g0o-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34829971-r6fch63d85ukgeoqbq5kb0bn-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34829971-o3ude0djnz1nt23y1e0n0w2q-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34829971-o3ude0djnz1nt23y1e0n0w2q-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34829971-1o10gzwjpfj5j4jlf2ppu9cq-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34829971-13ds8ffd90sjl9djn4yk2a5h-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34829971-jecg2u0xq8mvdl6gpzlnfaqb-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34829971-j0x6pk2elm70ohjcix5rxr68-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34829971-ckr20opzcjglihrt1nphsrqy-Zoom.jpg']"
Longines Legend Diver,L3.674.4.50.0 Automático Bueno,Longines,Con documentos originales,Sin estuche original,168 000 ¥ (= 1079 €),Legend Diver,"Usado (Bueno) El artículo presenta señales visibles y perceptibles de uso, como arañazos, rozaduras o pequeñas abolladuras.",No conocido,"['https://img.chrono24.com/images/uhren/39012480-f692q9u6spmkc4i4f5v46t4q-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39012480-afyko2t0sanvlumd9snftca3-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39012480-ywpnvfwex5edmpy7d40w137c-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39012480-3pd399ab08npfmzygjyvkopw-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39012480-azgj1stlabem168cj1eazyie-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39012480-kr2ipt1gs2dms7h0go9bnr4r-Zoom.jpg']"
Longines Conquest Heritage,Automatic,Longines,Sin documentos originales,Sin estuche original,800 € [Sujeto a negociación],Conquest Heritage,"Usado (Muy bueno) El artículo presenta ligeras señales de uso, como unos leves arañazos, pero no son perceptibles.",2011,"['https://img.chrono24.com/images/uhren/o6u9n7dgysn9-mtazvw9ineo5iyyqh9e4u0zz-Zoom.jpg', 'https://img.chrono24.com/images/uhren/c419itf0nf3a-scc8g5oqevyyr9wuqeqbe92q-Zoom.jpg', 'https://img.chrono24.com/images/uhren/mgdb49oly2m5-wjnpqbkdd7sf7qxi8zn24w8a-Zoom.jpg', 'https://img.chrono24.com/images/uhren/qv5j3iti1vyv-lk6jpkp8nsxzupzkepjv00ef-Zoom.jpg', 'https://img.chrono24.com/images/uhren/tdkd87ytl6lk-55lh4s5vw45jet757zedru3v-Zoom.jpg', 'https://img.chrono24.com/images/uhren/l40qpfkduczs-zuuzhlq18ij881jonbe0sg94-Zoom.jpg', 'https://img.chrono24.com/images/uhren/otcstvxzfkgx-3vjh2t2wxl0yi9wtzbh4qjt1-Zoom.jpg', 'https://img.chrono24.com/images/uhren/tmp5im8qyryr-onmwvjlli5u07itrakyn82z9-Zoom.jpg', 'https://img.chrono24.com/images/uhren/smxktmopvlxv-51r22dv459uq95bvcnjn8hq0-Zoom.jpg', 'https://img.chrono24.com/images/uhren/b7m3l2rkvv45-6ilxtw8ue4x4q6yt6hb8c5xd-Zoom.jpg', 'https://img.chrono24.com/images/uhren/go26vzdsw3an-vdyp1n3sn5saih32ksun5mgo-Zoom.jpg', 'https://img.chrono24.com/images/uhren/d9gqw4x8drte-2xviw06nh869cs5aks4pi9wy-Zoom.jpg']"
Longines HydroConquest,Conquest Edition,Longines,Con documentos originales,Con estuche original,1000 € [Sujeto a negociación],HydroConquest,"Usado (Muy bueno) El artículo presenta ligeras señales de uso, como unos leves arañazos, pero no son perceptibles.",2022,"['https://img.chrono24.com/images/uhren/v1bll535hc57-mrhf7ik6r3xm8vowteiswa76-Zoom.jpg', 'https://img.chrono24.com/images/uhren/gci74bo00krj-rrqjqj7u8vqdgpz7y8wlu37x-Zoom.jpg', 'https://img.chrono24.com/images/uhren/yp7nxd2mhk0p-42fv7oj2rspl4cmjdkkthrbg-Zoom.jpg', 'https://img.chrono24.com/images/uhren/yh05bjiyo68p-uo1vqqpkjaa5i5mx96vkzks6-Zoom.jpg', 'https://img.chrono24.com/images/uhren/y55czgvpg1w9-h1z1tjpxppfy4n269tup45bs-Zoom.jpg', 'https://img.chrono24.com/images/uhren/c3nkm9f2gily-e62lbgir8ygsqich2wh98z1y-Zoom.jpg', 'https://img.chrono24.com/images/uhren/p3a2wvhut5rt-tyrs57410rjrbfftcm5y1aud-Zoom.jpg']"
Chopard Mille Miglia,Gmt,Chopard,Sin documentos originales,Sin estuche original,3000 €,Mille Miglia,"Usado (Muy bueno) El artículo presenta ligeras señales de uso, como unos leves arañazos, pero no son perceptibles.",No conocido,"['https://img.chrono24.com/images/uhren/34114750-t0cnv6mz8drzs199qekh5lx9-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34114750-pnp9x0lx694ytb216xgcd608-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34114750-ci5nf0e7yr03pkundv88egb2-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34114750-o9uadliqgjpbdfhx4112k49d-Zoom.jpg']"
Chopard L.U.C,Xps 1860,Chopard,Con documentos originales,Con estuche original,5340 €,L.U.C,"Usado (Muy bueno) El artículo presenta ligeras señales de uso, como unos leves arañazos, pero no son perceptibles.",2016,"['https://img.chrono24.com/images/uhren/39808422-tf9y4x2zq78z4dv6kblufdar-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39808422-s6nfmqc0trfcmktjqggacbb1-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39808422-o1f1r2z34xmi7rj3fkmwzabh-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39808422-qsqwylwc758aung1x4p42for-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39808422-tg5ghyg0ldwolkq5ujuoegoh-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39808422-9ymz218miwq2x7yg7esxwqp0-Zoom.jpg']"
Chopard L.U.C,Xps Ultra thin automatic watch 40MM,Chopard,Sin documentos originales,Con estuche original,29 699 HK$ (= 3554 €),L.U.C,"Usado (Muy bueno) El artículo presenta ligeras señales de uso, como unos leves arañazos, pero no son perceptibles.",No conocido,"['https://img.chrono24.com/images/uhren/38049192-qgtag2k4oomgiu4dvkwo74ik-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38049192-it0wb2tgq8cd1tsu1bdatf99-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38049192-sydo5hqtvf2gmtpzoy2zg50v-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38049192-sydo5hqtvf2gmtpzoy2zg50v-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38049192-sydo5hqtvf2gmtpzoy2zg50v-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38049192-ghar36eltujj8ftujfgyczxy-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38049192-6l4wj07zj19plcmcxd2q2sst-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38049192-nm5g30ft4l9zit2zerc7p0k2-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38049192-vqsux7tkmp1mjc0v2wcwbrs0-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38049192-wl5j5c7wyyzpyfuozeeikhup-Zoom.jpg']"
